elec_id,country,year,presidential,date,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,multi,seats,tier1_avemag,tier1_districts,tier2_districts,tier3_districts,tier4_districts,enep,enep1,enpp,enpp1,dd_democracy,bmr_democracy,fh_democracy,p5_democracy,vd_polyarchy,tier1_EffElecThrsh
L-MAC-2014-4-27,Macedonia,2014,0,"April 27, 2014",2.0,9.0,25.0,,,,0.0,123.0,20.0,6.0,0.0,0.0,0.0,3.595467,3.595467,2.860465,2.860465,1,1.0,0.0,1.0,0,0.03571428571428571
L-MAC-2016-12-11,Macedonia,2016,0,"December 11, 2016",2.0,9.0,25.0,,,,0.0,123.0,20.0,6.0,0.0,0.0,0.0,3.422899,3.422899,2.801556,2.801556,1,,0.0,1.0,0,0.03571428571428571
L-MAC-2020-7-15,Macedonia,2020,0,"July 15, 2020",2.0,9.0,25.0,,,,0.0,120.0,20.0,6.0,0.0,0.0,0.0,3.6842986392264,3.6842986392264,3.25350203343877,3.25350203343877,1,,0.0,,1,0.03571428571428571
L-MAD-2009-5-9,Maldives,2009,0,"May 09, 2009",1.0,1.0,1.0,,,,0.0,77.0,1.0,77.0,0.0,0.0,0.0,3.74,4.79188722643847,3.52,3.89972523480914,1,1.0,0.0,0.0,1,0.375
L-MAD-2014-3-22,Maldives,2014,0,"March 22, 2014",1.0,1.0,1.0,,,,0.0,85.0,1.0,85.0,0.0,0.0,0.0,3.617265,3.617265,3.539931,3.539931,1,0.0,0.0,0.0,0,0.375
L-MAD-2019-4-6,Maldives,2019,0,"April 06, 2019",1.0,1.0,1.0,,,,0.0,87.0,1.0,87.0,0.0,0.0,0.0,3.53267599888975,4.2259839865634,1.74521558681116,1.76515858208955,1,,0.0,,1,0.375
L-MAG-1993-6-16,Madagascar,1993,0,"June 16, 1993",2.0,9.0,13.0,,,,0.0,138.0,2.34,57.0,0.0,0.0,0.0,-99.0,-99.0,6.5,6.53,1,1.0,0.0,1.0,0,0.22455089820359284
L-MAG-1998-5-17,Madagascar,1998,0,"May 17, 1998",3.0,12.0,14.0,,,,0.0,150.0,1.24,121.0,0.0,0.0,0.0,-99.0,-99.0,4.01,4.88,1,1.0,0.0,1.0,1,0.33482142857142855
L-MAG-2002-12-15,Madagascar,2002,0,"December 15, 2002",3.0,12.0,14.0,,,,0.0,160.0,1.32,121.0,0.0,0.0,0.0,2.92,7.6691220052764,2.23,2.34977205767973,1,1.0,0.0,1.0,0,0.32327586206896547
L-MAG-2007-9-23,Madagascar,2007,0,"September 23, 2007",1.0,1.0,12.0,,,,0.0,127.0,1.05,119.0,0.0,0.0,0.0,-99.0,-99.0,1.46,1.47522589854224,1,1.0,0.0,1.0,1,0.3658536585365854
L-MAG-2013-12-20,Madagascar,2013,0,"December 20, 2013",3.0,12.0,14.0,,,,0.0,151.0,1.23,123.0,0.0,0.0,0.0,,,,,1,0.0,0.0,0.0,0,0.336322869955157
L-MAG-2019-5-27,Madagascar,2019,0,"May 27, 2019",3.0,12.0,14.0,,,,0.0,151.0,1.23,123.0,0.0,0.0,0.0,,,,,1,,0.0,,0,0.336322869955157
L-MAW-1994-5-17,Malawi,1994,0,"May 17, 1994",1.0,1.0,1.0,,,,0.0,177.0,1.0,177.0,0.0,0.0,0.0,2.74,2.74,2.69,2.69,1,1.0,1.0,1.0,0,0.375
L-MAW-1999-6-15,Malawi,1999,0,"June 15, 1999",1.0,1.0,1.0,,,,0.0,192.0,1.0,192.0,0.0,0.0,0.0,2.82,2.84,2.66,2.66,1,1.0,0.0,1.0,1,0.375
L-MAW-2004-5-20,Malawi,2004,0,"May 20, 2004",1.0,1.0,1.0,,,,0.0,193.0,1.0,193.0,0.0,0.0,0.0,5.02,7.31848007123681,4.58,5.66840015459614,1,1.0,0.0,1.0,0,0.375
L-MAW-2009-5-19,Malawi,2009,0,"May 19, 2009",1.0,1.0,1.0,,,,0.0,193.0,1.0,193.0,0.0,0.0,0.0,3.59,5.16148,2.49,2.66707250708881,1,1.0,0.0,1.0,0,0.375
L-MAW-2014-5-20,Malawi,2014,0,"May 20, 2014",1.0,1.0,1.0,,,,0.0,193.0,1.0,193.0,0.0,0.0,0.0,4.475027,4.475027,4.397996,4.397996,1,1.0,0.0,1.0,1,0.375
L-MAW-2019-5-21,Malawi,2019,0,"May 21, 2019",1.0,1.0,1.0,,,,0.0,193.0,1.0,193.0,0.0,0.0,0.0,4.02909003001672,7.6601351247836,3.63582235236701,5.50694855115316,1,,0.0,,0,0.375
L-MEX-2012-7-1,Mexico,2012,0,"July 01, 2012",3.0,12.0,1.0,13.0,,,1.0,500.0,1.0,300.0,5.0,0.0,0.0,6.251885,6.251885,4.144562,4.144562,1,1.0,0.0,1.0,1,0.375
L-MEX-2015-6-7,Mexico,2015,0,"June 07, 2015",3.0,12.0,1.0,13.0,,,1.0,500.0,1.0,300.0,5.0,0.0,0.0,5.62426533034122,5.65287929406843,4.14662464753691,4.14669342666158,1,1.0,0.0,1.0,1,0.375
L-MEX-2018-7-1,Mexico,2018,0,"July 01, 2018",3.0,12.0,1.0,13.0,,,1.0,500.0,1.0,300.0,5.0,0.0,0.0,4.80535547256707,4.80748452266414,4.72393333585276,4.72393333585276,1,,0.0,1.0,1,0.375
L-MLD-1994-2-27,Moldova,1994,0,"February 27, 1994",2.0,9.0,25.0,,,,0.0,104.0,104.0,1.0,0.0,0.0,0.0,3.94493533028064,3.9550012612499,2.62396894711305,2.62396894711305,0,1.0,0.0,1.0,1,0.007142857142857143
L-MLD-1998-3-22,Moldova,1998,0,"March 22, 1998",2.0,9.0,25.0,,,,0.0,104.0,104.0,1.0,0.0,0.0,0.0,5.73,5.78,3.43,-99.0,1,1.0,0.0,1.0,1,0.007142857142857143
L-MLD-2001-2-25,Moldova,2001,0,"February 25, 2001",2.0,9.0,25.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,3.52,4.64884748096468,1.85,1.85,1,1.0,0.0,1.0,1,0.007352941176470588
L-MLD-2005-3-6,Moldova,2005,0,"March 06, 2005",2.0,9.0,25.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,3.27,3.49428031465215,2.31,2.31,1,1.0,0.0,1.0,0,0.007352941176470588
L-MLD-2009-4-5,Moldova,2009,0,"April 05, 2009",2.0,9.0,25.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,3.43,3.43429905570983,2.45,2.45,1,1.0,0.0,1.0,0,0.007352941176470588
L-MLD-2009-7-29,Moldova,2009,0,"July 29, 2009",2.0,9.0,25.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,3.7,3.70010952648397,3.32,3.32,1,1.0,0.0,1.0,0,0.007352941176470588
L-MLD-2010-11-28,Moldova,2010,0,"November 28, 2010",2.0,9.0,25.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,3.68,3.73030855486937,3.23,3.23,1,1.0,0.0,1.0,1,0.007352941176470588
L-MLD-2014-11-30,Moldova,2014,0,"November 30, 2014",2.0,9.0,-99.0,,,,0.0,101.0,101.0,1.0,0.0,0.0,0.0,6.12655,6.12655,4.800471,4.800471,1,1.0,0.0,1.0,1,0.007352941176470588
L-MLD-2019-2-24,Moldova,2019,0,"February 24, 2019",3.0,12.0,1.0,9.0,,,1.0,101.0,50.0,51.0,1.0,0.0,0.0,4.23495908754249,4.28027607267036,3.56803077999301,3.57929824561404,1,,0.0,,1,0.014705882352941176
L-MLI-1992-2-23,Mali,1992,0,"February 23, 1992",1.0,2.0,4.0,,,,0.0,129.0,2.11,55.0,0.0,0.0,0.0,3.56,3.6,2.24,2.24,1,1.0,1.0,0.0,0,0.24115755627009647
L-MLI-2013-11-24,Mali,2013,0,"November 24, 2013",1.0,2.0,4.0,,,,0.0,160.0,1.18,125.0,0.0,0.0,0.0,3.871153,3.871153,2.999167,2.999167,1,0.0,0.0,0.0,0,0.34403669724770647
L-MLI-2020-3-29,Mali,2020,0,"March 29, 2020",1.0,2.0,4.0,,,,0.0,147.0,1.18,125.0,0.0,0.0,0.0,,,5.4334925823485,5.75932835820896,1,,0.0,,0,0.34403669724770647
L-MLT-1981-12-12,Malta,1981,0,"December 12, 1981",2.0,10.0,28.0,,,,0.0,65.0,5.0,13.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1.0,0.0,0.0,1,0.125
L-MNG-2006-9-10,Montenegro,2006,0,"September 10, 2006",2.0,9.0,25.0,,,,0.0,81.0,76.0,1.0,0.0,0.0,0.0,3.36796794395055,3.36796794395055,3.15584415584416,3.15584415584416,1,0.0,0.0,0.0,0,0.00974025974025974
L-MNG-2009-3-29,Montenegro,2009,0,"March 29, 2009",2.0,9.0,25.0,,,,0.0,81.0,76.0,1.0,0.0,0.0,0.0,3.19867958506728,3.19867958506728,2.47304937806257,2.47304937806257,1,0.0,1.0,1.0,0,0.00974025974025974
L-MNG-2016-10-16,Montenegro,2016,0,"October 16, 2016",2.0,9.0,25.0,,,,0.0,81.0,81.0,1.0,0.0,0.0,0.0,4.1618262892828,4.1618262892828,3.66331658291457,3.66331658291457,1,,0.0,1.0,0,0.009146341463414634
L-MNG-2020-8-30,Montenegro,2020,0,"August 30, 2020",2.0,9.0,25.0,,,,0.0,81.0,81.0,1.0,0.0,0.0,0.0,3.96386241766513,3.96386241766513,3.70887507066139,3.70887507066139,1,,0.0,,0,0.009146341463414634
L-MSI-1991-11-18,Marshall Islands,1991,0,"November 18, 1991",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,0.0,1.0,0.0,0,0.31512605042016806
L-MSI-1995-11-20,Marshall Islands,1995,0,"November 20, 1995",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-1999-11-22,Marshall Islands,1999,0,"November 22, 1999",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-2003-11-17,Marshall Islands,2003,0,"November 17, 2003",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-2007-11-19,Marshall Islands,2007,0,"November 19, 2007",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-2011-11-21,Marshall Islands,2011,0,"November 21, 2011",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-2015-11-16,Marshall Islands,2015,0,"November 16, 2015",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.31512605042016806
L-MSI-2019-11-18,Marshall Islands,2019,0,"November 18, 2019",1.0,1.0,1.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,,,33.0,33.0,1,,1.0,,0,0.31512605042016806
L-MYA-1951-10-16,Myanmar,1951,0,"October 16, 1951",1.0,5.0,8.0,,,,0.0,250.0,2.75,91.0,0.0,0.0,0.0,-99.0,-99.0,2.59,-99.0,1,1.0,,1.0,0,0.2
L-MYA-1956-4-27,Myanmar,1956,0,"April 27, 1956",1.0,5.0,8.0,,,,0.0,250.0,2.75,91.0,0.0,0.0,0.0,3.05,3.09,2.39,-99.0,1,1.0,,1.0,0,0.2
L-MYA-1960-2-6,Myanmar,1960,0,"February 06, 1960",1.0,5.0,8.0,,,,0.0,250.0,2.75,91.0,0.0,0.0,0.0,2.41,-99.0,2.05,-99.0,1,1.0,,0.0,0,0.2
L-MZM-1994-10-27,Mozambique,1994,0,"October 27, 1994",2.0,9.0,25.0,,,,0.0,250.0,22.73,11.0,0.0,0.0,0.0,2.91083342924529,2.91083342924529,2.1355839540764,2.1355839540764,0,1.0,0.0,0.0,0,0.0316055625790139
L-MZM-1999-12-3,Mozambique,1999,0,"December 03, 1999",2.0,9.0,25.0,,,,0.0,250.0,22.73,11.0,0.0,0.0,0.0,2.5733858225124,2.5733858225124,1.9918414175537,1.9918414175537,0,1.0,0.0,0.0,0,0.0316055625790139
L-NAU-1971-date unknown-date unknown,Nauru,1971,0,,1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,,0.0,0,0.23076923076923078
L-NAU-1973-date unknown-date unknown,Nauru,1973,0,,1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1976-12-18,Nauru,1976,0,"December 18, 1976",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1977-11-12,Nauru,1977,0,"November 12, 1977",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1980-12-6,Nauru,1980,0,"December 06, 1980",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1983-12-3,Nauru,1983,0,"December 03, 1983",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1986-12-6,Nauru,1986,0,"December 06, 1986",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1987-1-24,Nauru,1987,0,"January 24, 1987",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1989-12-9,Nauru,1989,0,"December 09, 1989",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1992-11-14,Nauru,1992,0,"November 14, 1992",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-1995-11-18,Nauru,1995,0,"November 18, 1995",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2000-4-8,Nauru,2000,0,"April 08, 2000",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2003-5-3,Nauru,2003,0,"May 03, 2003",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2004-10-23,Nauru,2004,0,"October 23, 2004",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2008-4-26,Nauru,2008,0,"April 26, 2008",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2010-4-24,Nauru,2010,0,"April 24, 2010",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2010-6-19,Nauru,2010,0,"June 19, 2010",1.0,4.0,7.0,,,,0.0,18.0,2.25,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.23076923076923078
L-NAU-2013-6-8,Nauru,2013,0,"June 08, 2013",1.0,4.0,7.0,,,,0.0,19.0,2.38,8.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.22189349112426035
L-NAU-2016-7-9,Nauru,2016,0,"July 09, 2016",1.0,4.0,7.0,,,,0.0,19.0,2.38,8.0,0.0,0.0,0.0,,,,,1,,1.0,0.0,0,0.22189349112426035
L-NAU-2019-8-24,Nauru,2019,0,"August 24, 2019",1.0,4.0,7.0,,,,0.0,19.0,2.38,8.0,0.0,0.0,0.0,,,19.0,19.0,1,,1.0,,0,0.22189349112426035
L-NEP-1991-5-21,Nepal,1991,0,"May 21, 1991",1.0,1.0,1.0,,,,0.0,205.0,1.0,205.0,0.0,0.0,0.0,3.89,3.92,2.47,2.47,1,1.0,1.0,0.0,0,0.375
L-NEP-1994-11-15,Nepal,1994,0,"November 15, 1994",1.0,1.0,1.0,,,,0.0,205.0,1.0,205.0,0.0,0.0,0.0,3.83,3.89,2.78,2.79,1,1.0,0.0,0.0,0,0.375
L-NEP-1999-5-3,Nepal,1999,0,"May 03, 1999",1.0,1.0,1.0,,,,0.0,205.0,1.0,205.0,0.0,0.0,0.0,3.89,3.905,2.4,2.4,1,1.0,0.0,1.0,0,0.375
L-NEP-2017-11-26,Nepal,2017,0,"November 26, 2017",3.0,12.0,1.0,26.0,,,1.0,275.0,1.0,165.0,1.0,0.0,0.0,4.11893558301906,4.11893558301906,3.44235058491511,3.44250728332119,1,,0.0,1.0,1,0.375
L-NEW-1981-11-28,New Zealand,1981,0,"November 28, 1981",1.0,1.0,1.0,,,,0.0,92.0,1.0,92.0,0.0,0.0,0.0,2.89,2.89,2.08,2.08,1,1.0,0.0,1.0,1,0.375
L-NIC-1984-11-4,Nicaragua,1984,0,"November 04, 1984",2.0,9.0,13.0,,,,0.0,96.0,9.6,10.0,0.0,0.0,0.0,2.08951822020187,2.08951822020187,2.27780523974296,2.27780523974296,0,1.0,0.0,0.0,0,0.07075471698113207
L-NIC-1990-2-25,Nicaragua,1990,0,"February 25, 1990",2.0,9.0,13.0,,,,0.0,92.0,10.0,9.0,0.0,0.0,0.0,2.18,2.19,2.05,2.05,1,1.0,0.0,1.0,1,0.06818181818181818
L-NIC-1996-10-20,Nicaragua,1996,0,"October 20, 1996",2.0,9.0,13.0,13.0,,,1.0,93.0,4.375,16.0,1.0,0.0,0.0,2.92,2.935,2.7,2.7,1,1.0,0.0,1.0,1,0.13953488372093023
L-NIC-2001-11-4,Nicaragua,2001,0,"November 04, 2001",2.0,9.0,14.0,14.0,,,1.0,92.0,4.12,17.0,1.0,0.0,0.0,2.18,2.18,2.04,2.04,1,1.0,0.0,1.0,1,0.146484375
L-NIC-2006-11-5,Nicaragua,2006,0,"November 05, 2006",2.0,9.0,14.0,14.0,,,1.0,91.0,4.12,17.0,1.0,0.0,0.0,3.44,3.44,3.14,3.14,1,1.0,0.0,1.0,1,0.146484375
L-NIC-2011-11-6,Nicaragua,2011,0,"November 06, 2011",2.0,9.0,14.0,14.0,,,1.0,92.0,4.12,17.0,1.0,0.0,0.0,2.11,2.11,1.79,1.79,1,1.0,0.0,1.0,0,0.146484375
L-NIC-2016-11-6,Nicaragua,2016,0,"November 06, 2016",2.0,9.0,14.0,14.0,,,1.0,92.0,4.12,17.0,1.0,0.0,0.0,2.13783,2.13783,1.663522,1.663522,1,,0.0,1.0,0,0.146484375
L-NIG-1964-12-30,Nigeria,1964,0,"December 30, 1964",1.0,1.0,1.0,,,,0.0,469.0,1.0,469.0,0.0,0.0,0.0,3.91,3.92,2.85,2.85,1,1.0,,1.0,0,0.375
L-NIG-1979-7-7,Nigeria,1979,0,"July 07, 1979",1.0,1.0,1.0,,,,0.0,449.0,1.0,449.0,0.0,0.0,0.0,3.71,4.345,3.96,3.96,1,1.0,1.0,1.0,0,0.375
L-NIG-1983-8-27,Nigeria,1983,0,"August 27, 1983",1.0,1.0,1.0,,,,0.0,450.0,1.0,450.0,0.0,0.0,0.0,,,,,1,0.0,1.0,1.0,0,0.375
L-NIG-1999-2-20,Nigeria,1999,0,"February 20, 1999",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,2.32,2.32,2.33,2.34,1,0.0,0.0,0.0,0,0.375
L-NIG-2003-4-12,Nigeria,2003,0,"April 12, 2003",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,2.61,2.61223386243271,2.16,2.16001800030001,1,0.0,0.0,0.0,0,0.375
L-NIG-2007-4-21,Nigeria,2007,0,"April 21, 2007",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,2.09,2.09366264774456,1.75,1.75,1,0.0,0.0,0.0,0,0.375
L-NIG-2011-4-9,Nigeria,2011,0,"April 09, 2011",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,0.0,0.0,0,0.375
L-NIG-2015-3-28,Nigeria,2015,0,"March 28, 2015",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,-99.0,-99.0,2.007062,2.007062,1,1.0,0.0,1.0,1,0.375
L-NIG-2019-2-23,Nigeria,2019,0,"February 23, 2019",1.0,1.0,1.0,,,,0.0,360.0,1.0,360.0,0.0,0.0,0.0,2.51241964402632,2.52176204996256,2.11785469163643,2.11785469163643,1,,0.0,,1,0.375
L-NIR-1993-2-14,Niger,1993,0,"February 14, 1993",3.0,12.0,13.0,1.0,,,1.0,83.0,9.375,8.0,8.0,0.0,0.0,4.62,4.625,4.23,4.23,1,1.0,0.0,1.0,1,0.07228915662650602
L-NIR-1995-1-12,Niger,1995,0,"January 12, 1995",3.0,12.0,13.0,1.0,,,1.0,83.0,9.375,8.0,8.0,0.0,0.0,-99.0,-99.0,4.15,4.15,1,1.0,0.0,1.0,1,0.07228915662650602
L-NIR-2004-12-4,Niger,2004,0,"December 04, 2004",3.0,12.0,14.0,1.0,,,1.0,113.0,13.125,8.0,8.0,0.0,0.0,4.4,4.42330189861511,3.72,3.72,1,1.0,0.0,1.0,1,0.05309734513274336
L-NIR-2011-1-31,Niger,2011,0,"January 31, 2011",3.0,12.0,14.0,1.0,,,1.0,113.0,13.12,8.0,8.0,0.0,0.0,4.89102502776635,4.89102526698762,4.51360904913397,4.51360904913397,0,1.0,0.0,1.0,1,0.05311614730878187
L-NIR-2016-2-21,Niger,2016,0,"February 21, 2016",3.0,12.0,14.0,1.0,,,1.0,171.0,19.75,8.0,13.0,0.0,0.0,5.94280631318577,5.94280631318577,4.20068955609826,4.20068955609826,0,,0.0,0.0,1,0.03614457831325301
L-NIR-2020-12-27,Niger,2020,0,"December 27, 2020",3.0,12.0,14.0,1.0,,,1.0,171.0,19.75,8.0,13.0,0.0,0.0,6.08873231375481,6.08873231375481,3.85183114341627,3.85183114341627,0,,0.0,,1,0.03614457831325301
L-NOR-1981-9-13,Norway,1981,0,"September 13, 1981",2.0,9.0,27.0,,,,0.0,155.0,8.16,19.0,0.0,0.0,0.0,3.92,3.92,3.2,3.2,1,1.0,0.0,1.0,1,0.08187772925764192
L-NTH-1981-5-26,Netherlands,1981,0,"May 26, 1981",2.0,9.0,25.0,,,,0.0,150.0,150.0,1.0,0.0,0.0,0.0,4.56,4.56,4.3,4.3,1,1.0,0.0,1.0,1,0.004966887417218543
L-PAK-1977-3-7,Pakistan,1977,0,"March 07, 1977",1.0,1.0,1.0,,,,0.0,216.0,1.0,200.0,0.0,0.0,0.0,2.04,2.045,1.58,1.58,1,0.0,0.0,0.0,0,0.375
L-PAK-1988-11-16,Pakistan,1988,0,"November 16, 1988",1.0,1.0,1.0,,,,0.0,237.0,1.0,207.0,0.0,0.0,0.0,3.57,4.12,3.14,3.55,1,1.0,0.0,1.0,0,0.375
L-PAK-1990-10-24,Pakistan,1990,0,"October 24, 1990",1.0,1.0,1.0,,,,0.0,217.0,1.0,207.0,0.0,0.0,0.0,3.44,3.565,3.07,3.18,1,1.0,0.0,1.0,0,0.375
L-PAK-1993-10-6,Pakistan,1993,0,"October 06, 1993",1.0,1.0,1.0,,,,0.0,217.0,1.0,207.0,0.0,0.0,0.0,3.2,3.26,3.15,3.21,1,1.0,0.0,1.0,0,0.375
L-PAK-1997-2-3,Pakistan,1997,0,"February 03, 1997",1.0,1.0,1.0,,,,0.0,217.0,1.0,207.0,0.0,0.0,0.0,3.53,3.805,2.16,2.21,1,1.0,0.0,1.0,0,0.375
L-PAK-2008-2-18,Pakistan,2008,0,"February 18, 2008",1.0,1.0,1.0,,,,0.0,342.0,1.0,272.0,0.0,0.0,0.0,4.68,5.21453236383987,4.61,4.97503951494449,1,1.0,0.0,0.0,0,0.375
L-PAK-2013-5-11,Pakistan,2013,0,"May 11, 2013",1.0,1.0,1.0,,,,0.0,342.0,1.0,272.0,0.0,0.0,0.0,5.094375,5.094375,3.628574,3.628574,1,1.0,0.0,1.0,0,0.375
L-PAK-2018-7-25,Pakistan,2018,0,"July 25, 2018",1.0,1.0,1.0,,,,0.0,342.0,1.0,272.0,0.0,0.0,0.0,4.63140929153332,5.45982659590731,3.64691943127962,3.67626351521247,1,,0.0,1.0,0,0.375
L-PAL-1996-11-5,Palau,1996,0,"November 05, 1996",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-PAL-2000-11-7,Palau,2000,0,"November 07, 2000",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-PAL-2004-11-2,Palau,2004,0,"November 02, 2004",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-PAL-2008-11-4,Palau,2008,0,"November 04, 2008",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-PAL-2012-11-6,Palau,2012,0,"November 06, 2012",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-PAL-2016-11-1,Palau,2016,0,"November 01, 2016",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,,1.0,0.0,0,0.375
L-PAL-2020-11-3,Palau,2020,0,"November 03, 2020",1.0,1.0,1.0,,,,0.0,16.0,1.0,16.0,0.0,0.0,0.0,,,16.0,16.0,1,,1.0,,0,0.375
L-PAN-1952-5-11,Panama,1952,0,"May 11, 1952",2.0,9.0,12.0,,,,0.0,53.0,5.3,10.0,0.0,0.0,0.0,,,6.34,6.62,1,1.0,,0.0,0,0.11904761904761905
L-PAN-1956-5-13,Panama,1956,0,"May 13, 1956",2.0,9.0,12.0,,,,0.0,53.0,5.3,10.0,0.0,0.0,0.0,,,1.49,1.49,1,1.0,,0.0,0,0.11904761904761905
L-PAN-1960-5-8,Panama,1960,0,"May 08, 1960",2.0,9.0,12.0,,,,0.0,53.0,5.3,10.0,0.0,0.0,0.0,4.71,4.71,5.11,5.11,1,1.0,,0.0,0,0.11904761904761905
L-PAN-1964-5-10,Panama,1964,0,"May 10, 1964",2.0,9.0,12.0,,,,0.0,42.0,4.2,10.0,0.0,0.0,0.0,-99.0,-99.0,6.68,6.68,1,1.0,,0.0,0,0.14423076923076922
L-PAN-1968-5-12,Panama,1968,0,"May 12, 1968",2.0,9.0,12.0,,,,0.0,42.0,4.2,10.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,1,0.0,,0.0,0,0.14423076923076922
L-PAN-1989-5-7,Panama,1989,0,"May 07, 1989",3.0,12.0,13.0,,,,0.0,67.0,1.68,40.0,0.0,0.0,0.0,-99.0,-99.0,3.72,3.72,1,0.0,0.0,1.0,0,0.27985074626865675
